371.019745	4.309124	2.501052
372.609924	4.292623	2.513033
374.200104	4.284896	2.519403
375.790283	4.283107	2.521755
377.380493	4.285496	2.52111
378.970703	4.290908	2.51815
380.560944	4.298556	2.51335
382.151184	4.307884	2.507049
383.741425	4.318486	2.4995
385.331665	4.33006	2.490894
386.921936	4.342378	2.481378
388.512207	4.355259	2.471068
390.102478	4.368563	2.460057
391.69278	4.382177	2.448422
393.283081	4.396008	2.436227
394.873352	4.409983	2.423523
396.463684	4.424037	2.410357
398.053986	4.438118	2.396767
399.644318	4.452183	2.382788
401.234619	4.466192	2.36845
402.824951	4.480116	2.35378
404.415283	4.493924	2.338803
406.005615	4.507594	2.32354
407.595947	4.521104	2.308012
409.186279	4.534436	2.292239
410.776611	4.547575	2.276237
412.366943	4.560505	2.260022
413.957275	4.573216	2.243611
415.547668	4.585697	2.227017
417.138	4.597938	2.210256
418.728333	4.609931	2.19334
420.318665	4.621669	2.176282
421.908997	4.633146	2.159094
423.499329	4.644358	2.141788
425.089661	4.655299	2.124375
426.679993	4.665966	2.106866
428.270325	4.676356	2.089272
429.860657	4.686467	2.071602
431.450989	4.696297	2.053867
433.041321	4.705844	2.036076
434.631653	4.715109	2.018238
436.221924	4.724089	2.000363
437.812195	4.732786	1.982458
439.402527	4.7412	1.964533
440.992828	4.749331	1.946595
442.583099	4.757181	1.928653
444.173401	4.764752	1.910714
445.763672	4.772044	1.892784
447.353912	4.779059	1.874873
448.944153	4.785801	1.856986
450.534424	4.792272	1.839128
452.124664	4.798473	1.821309
453.714844	4.804408	1.803534
455.305084	4.81008	1.785807
456.895264	4.815492	1.768136
458.485504	4.820647	1.750524
460.075623	4.82555	1.732979
461.665833	4.830203	1.715505
463.255951	4.834609	1.698106
464.84613	4.838774	1.680786
466.436218	4.8427	1.663552
468.026367	4.846393	1.646407
469.616455	4.849855	1.629354
471.206543	4.853092	1.612398
472.796631	4.856106	1.595541
474.386658	4.858902	1.578788
475.976715	4.861486	1.562142
477.566742	4.86386	1.545606
479.156738	4.866029	1.529182
480.746735	4.867997	1.512874
482.336731	4.86977	1.496683
483.926666	4.87135	1.480612
485.516602	4.872742	1.464664
487.106537	4.873951	1.44884
488.696442	4.874981	1.433142
490.286285	4.875836	1.417573
491.87616	4.876521	1.402132
493.465973	4.877038	1.386823
495.055817	4.877394	1.371646
496.645599	4.877592	1.356603
498.235352	4.877636	1.341694
499.825104	4.87753	1.326921
501.414856	4.877277	1.312284
503.004547	4.876884	1.297784
504.594238	4.876352	1.283422
506.183899	4.875686	1.269198
507.773499	4.874889	1.255113
509.363098	4.873966	1.241167
510.952698	4.87292	1.227359
512.542236	4.871755	1.213691
514.131714	4.870475	1.200162
515.721252	4.869082	1.186773
517.31073	4.867581	1.173522
518.900208	4.865974	1.160411
520.489624	4.864266	1.147438
522.078979	4.862459	1.134604
523.668335	4.860557	1.121907
525.25769	4.858563	1.109349
526.846985	4.856479	1.096927
528.436218	4.85431	1.084643
530.025513	4.852057	1.072493
531.614685	4.849725	1.060479
533.203857	4.847315	1.0486
534.79303	4.84483	1.036855
536.382141	4.842273	1.025242
537.971191	4.839648	1.013762
539.560242	4.836956	1.002414
541.149292	4.834199	0.991196
542.73822	4.831381	0.980107
544.327209	4.828505	0.969147
545.916077	4.825571	0.958315
547.505005	4.822582	0.94761
549.093811	4.819541	0.93703
550.682617	4.816451	0.926575
552.271362	4.813312	0.916243
553.860107	4.810128	0.906034
555.448792	4.806899	0.895947
557.037476	4.803629	0.885979
558.626038	4.800319	0.876132
560.2146	4.79697	0.866402
561.803162	4.793585	0.856789
563.391663	4.790166	0.847292
564.980103	4.786714	0.837909
566.568481	4.78323	0.82864
568.15686	4.779717	0.819484
569.745239	4.776177	0.810438
571.333496	4.772609	0.801503
572.921753	4.769017	0.792676
574.509949	4.765401	0.783957
576.098145	4.761763	0.775344
577.686218	4.758105	0.766837
579.274292	4.754426	0.758434
580.862366	4.750731	0.750133
582.450317	4.747017	0.741935
584.038269	4.743288	0.733837
585.62616	4.739545	0.725839
587.213989	4.735788	0.717938
588.801819	4.732019	0.710135
590.389526	4.728239	0.702428
591.977295	4.724448	0.694816
593.564941	4.720648	0.687297
595.152527	4.71684	0.679871
596.740112	4.713025	0.672536
598.327637	4.709203	0.665292
599.9151	4.705375	0.658137
601.502502	4.701543	0.65107
603.089844	4.697707	0.64409
604.677185	4.693868	0.637195
606.264465	4.690027	0.630386
607.851685	4.686184	0.623661
609.438843	4.68234	0.617018
611.02594	4.678496	0.610457
612.612976	4.674653	0.603976
614.199951	4.670811	0.597575
615.786926	4.66697	0.591253
617.373779	4.663132	0.585008
618.960632	4.659297	0.578839
620.547424	4.655466	0.572747
622.134155	4.651638	0.566729
623.720825	4.647815	0.560784
625.307434	4.643997	0.554912
626.893982	4.640185	0.549112
628.480469	4.636379	0.543383
630.066956	4.632578	0.537723
631.65332	4.628786	0.532133
633.239624	4.625	0.52661
634.825867	4.621222	0.521155
636.412109	4.617452	0.515766
637.99823	4.613691	0.510442
639.584351	4.609939	0.505183
641.170349	4.606195	0.499988
642.756348	4.602461	0.494855
644.342224	4.598737	0.489784
645.928101	4.595023	0.484775
647.513855	4.59132	0.479825
649.099548	4.587626	0.474936
650.685181	4.583945	0.470105
652.270813	4.580274	0.465332
653.856323	4.576614	0.460616
655.441772	4.572967	0.455957
657.027222	4.569331	0.451353
658.612549	4.565707	0.446804
660.197815	4.562096	0.44231
661.78302	4.558496	0.437869
663.368103	4.55491	0.43348
664.953247	4.551336	0.429144
